Id,SalePrice
1461,135549.78
1462,162388.73
1463,185841.64
1464,189639.8
1465,197631.7
1466,164813.06
1467,201263.9
1468,159485.66
1469,142532.62
1470,102426.875
1471,169289.1
1472,159627.86
1473,104191.836
1474,168575.12
1475,116021.98
1476,349935.47
1477,209421.44
1478,235932.5
1479,247275.14
1480,357053.94
1481,355634.84
1482,175701.81
1483,187731.77
1484,146748.22
1485,178652.42
1486,256453.17
1487,284526.2
1488,287333
1489,172697.47
1490,197500.33
1491,164033.67
1492,112987.03
1493,229946.33
1494,238345.14
1495,303193.3
1496,234751.05
1497,190254.64
1498,141573.89
1499,133971.69
1500,142060.66
1501,146425.4
1502,138161.8
1503,264445.78
1504,221916.23
1505,196554.38
1506,231763.17
1507,245355.84
1508,230622.72
1509,181522.36
1510,143106.16
1511,139009.36
1512,177429.11
1513,159912.67
1514,195000.97
1515,227196.44
1516,169626.92
1517,159474.92
1518,136043.64
1519,308386.97
1520,121113.89
1521,135277.84
1522,158391.77
1523,146039.92
1524,91874.836
1525,134233.6
1526,142461.42
1527,100469.914
1528,163376.31
1529,114943.65
1530,235943.89
1531,141994.9
1532,112857.875
1533,143505.94
1534,140732
1535,152055.78
1536,108879.51
1537,72733.266
1538,192634.56
1539,228634.84
1540,119999.23
1541,148923.17
1542,141467.94
1543,234533.7
1544,95908.98
1545,135322.44
1546,154886.94
1547,153853.02
1548,176826
1549,75264.64
1550,145489.55
1551,109503.82
1552,133948.55
1553,189461.66
1554,154411.58
1555,190551.78
1556,113408.1
1557,115794.06
1558,90010.93
1559,95675.914
1560,125993.72
1561,133018.95
1562,121325.56
1563,93058.21
1564,158075.39
1565,143154.38
1566,290888.28
1567,77409.234
1568,209754.19
1569,111784.77
1570,145598.2
1571,125293.42
1572,150997.12
1573,272869.6
1574,112939.33
1575,256586.84
1576,231251.03
1577,172381.34
1578,161623.64
1579,129606.81
1580,224493.84
1581,170082.47
1582,108822.6
1583,255378.33
1584,230007.81
1585,129006.09
1586,85698.82
1587,128691.836
1588,113316.89
1589,107619.15
1590,125323.8
1591,108151.836
1592,135643.89
1593,127435.836
1594,180321.3
1595,123864.56
1596,212821.12
1597,166918.86
1598,196749.08
1599,169944.6
1600,175318.38
1601,71668.67
1602,133403
1603,84354.33
1604,237297.66
1605,195176.33
1606,149064.88
1607,182864.06
1608,193683.33
1609,193118.47
1610,163286.38
1611,155853.75
1612,220738.66
1613,168133.3
1614,119186.6
1615,94204.984
1616,50133.805
1617,99635.016
1618,142841.34
1619,165558.16
1620,183782.78
1621,165366.42
1622,181453.08
1623,344182.7
1624,193527.4
1625,113760.195
1626,171129.08
1627,189183.34
1628,323655.12
1629,184459.62
1630,273265.62
1631,162248.44
1632,194178.69
1633,210068.73
1634,172763.73
1635,171521.84
1636,145439.52
1637,203127.14
1638,215439.52
1639,301924.72
1640,265107.1
1641,197235.27
1642,214708.14
1643,206588.53
1644,205657.02
1645,232306.8
1646,151311.12
1647,168812.7
1648,127164.3
1649,140122.83
1650,146240.2
1651,116463.44
1652,109076.734
1653,122484.414
1654,126367.69
1655,131518.7
1656,137485.22
1657,188176.66
1658,119055.16
1659,93173.59
1660,179996.9
1661,375578.8
1662,292495.25
1663,260013.83
1664,428180.22
1665,229574.03
1666,272603.38
1667,260845.95
1668,242472.64
1669,271009.1
1670,259082.19
1671,206389.9
1672,342342.5
1673,322872.5
1674,241897.88
1675,169676.62
1676,164628.64
1677,197035.72
1678,368677.6
1679,318155.7
1680,278080.97
1681,252425.53
1682,248531.1
1683,164168.67
1684,168330.62
1685,223421.98
1686,129755.766
1687,186553.7
1688,169018.48
1689,182434.06
1690,180917.69
1691,166826.8
1692,261903.69
1693,151386.9
1694,176464.78
1695,174818.61
1696,226457.55
1697,188751.17
1698,316246.47
1699,371295.6
1700,203855.5
1701,286396.03
1702,204679.33
1703,216963.9
1704,212362.02
1705,217474.48
1706,344643.78
1707,184643.55
1708,185268.06
1709,257633.56
1710,201607.36
1711,199772.58
1712,284706.8
1713,240131.9
1714,192569.94
1715,182116.95
1716,177627.25
1717,185336.66
1718,148837.6
1719,218839.66
1720,201695.42
1721,160685.8
1722,161880.53
1723,151052.94
1724,176764.73
1725,181852.83
1726,180739.95
1727,150700.78
