Id,SalePrice
1461,124178.3127
1462,169838.7922
1463,184213.1053
1464,198138.0926
1465,227230.0662
1466,155563.6625
1467,200432.4203
1468,154165.6799
1469,160858.8768
1470,135650.4908
1471,193658.05
1472,236754.0747
1473,118248.6725
1474,193221.0427
1475,132930.8704
1476,305600.3228
1477,222240.5987
1478,235606.9878
1479,233445.4877
1480,327566.1553
1481,329449.4803
1482,201587.9703
1483,195881.918
1484,166089.3711
1485,188238.3435
1486,270819.6871
1487,292239.3659
1488,282300.2045
1489,186914.5938
1490,215526.5816
1491,188103.4962
1492,111619.6425
1493,210119.6124
1494,263434.6054
1495,334541.218
1496,243500.8889
1497,217879.7637
1498,167513.6559
1499,157481.3415
1500,174759.2945
1501,172147.59
1502,157022.3238
1503,254564.2277
1504,247712.7764
1505,204248.9332
1506,276379.5285
1507,247085.4286
1508,236295.9009
1509,181658.5885
1510,141394.6614
1511,120734.544
1512,174111.0695
1513,176200.817
1514,233662.4155
1515,243076.4354
1516,174603.5673
1517,145718.5465
1518,125928.6214
1519,336609.0433
1520,120218.0035
1521,135958.8327
1522,162918.7592
1523,152629.3995
1524,95328.92213
1525,113310.4484
1526,155949.7315
1527,95604.21889
1528,168725.8122
1529,117073.7363
1530,197751.537
1531,149262.6748
1532,105562.9939
1533,131718.8095
1534,142158.8821
1535,160587.1084
1536,98378.50097
1537,43834.01555
1538,182912.7568
1539,245377.4168
1540,125170.254
1541,143209.0551
1542,138097.7674
1543,241448.0353
1544,83152.35846
1545,131922.771
1546,177594.1661
1547,146730.0902
1548,165368.5288
1549,105159.9539
1550,144248.0014
1551,105132.4547
1552,150198.5367
1553,204239.3923
1554,139237.8467
1555,177427.1959
1556,133699.6817
1557,125367.4498
1558,103199.9687
1559,106005.7795
1560,137499.4944
1561,123617.3755
1562,105059.327
1563,97592.17213
1564,168441.4681
1565,150614.0041
1566,249479.4918
1567,77590.65013
1568,229220.808
1569,105385.9383
1570,138964.5437
1571,115710.7212
1572,136940.1797
1573,244596.8378
1574,130971.3683
1575,241262.509
1576,210177.0777
1577,182363.6463
1578,167914.1424
1579,132146.5404
1580,220747.7291
1581,174602.1559
1582,100377.2667
1583,254969.1904
1584,224564.461
1585,136807.1405
1586,66403.04242
1587,120377.4241
1588,121221.614
1589,99907.54062
1590,134336.9818
1591,82678.36059
1592,120007.5373
1593,124548.0279
1594,202956.3233
1595,133392.5759
1596,217991.637
1597,169721.7777
1598,206566.9242
1599,178201.2962
1600,177035.4233
1601,44545.42905
1602,139854.6564
1603,63005.70411
1604,241236.0188
1605,215741.4241
1606,130968.0839
1607,186231.1538
1608,184096.297
1609,198810.8986
1610,163521.6713
1611,157331.3354
1612,245578.4477
1613,150504.1484
1614,141476.422
1615,108987.4581
1616,59994.81135
1617,109193.0607
1618,139243.9724
1619,154155.0875
1620,194929.2659
1621,186016.979
1622,182968.8124
1623,312831.5133
1624,207794.0649
1625,113879.0002
1626,151889.4876
1627,198483.7274
1628,315585.494
1629,184554.6914
1630,271741.5157
1631,176966.4031
1632,225451.6909
1633,206463.2911
1634,185327.4653
1635,186328.75
1636,146417.8285
1637,201054.3241
1638,220339.7183
1639,342365.4127
1640,279660.5865
1641,174137.0758
1642,223536.6933
1643,231123.9386
1644,220975.3775
1645,202567.6678
1646,187201.4797
1647,165010.0395
1648,128375.6559
1649,131107.8478
1650,140983.7522
1651,118155.8966
1652,111006.6175
1653,138790.2519
1654,120283.9755
1655,148760.3516
1656,135136.0712
1657,262110.7401
1658,134698.1409
1659,95309.56617
1660,201200.9781
1661,329832.7157
1662,306742.1632
1663,243915.1131
1664,338893.0172
1665,229942.6602
1666,247910.1765
1667,268982.6493
1668,250148.4684
1669,234494.6029
1670,260089.1414
1671,222386.9365
1672,309024.2405
1673,298825.7878
1674,244339.5972
1675,168622.4949
1676,184276.8953
1677,209710.61
1678,313828.4082
1679,280984.9541
1680,263947.063
1681,252365.3761
1682,220210.8239
1683,160347.0271
1684,182524.5595
1685,290234.7089
1686,141818.7927
1687,215041.9821
1688,175705.3475
1689,193249.9276
1690,180777.387
1691,183880.6889
1692,274782.202
1693,152387.4686
1694,185566.1402
1695,171162.3604
1696,236338.3899
1697,199092.1534
1698,280007.4358
1699,382866.0589
1700,217846.1108
1701,286770.0994
1702,218328.1318
1703,211300.0944
1704,193526.9042
1705,205027.0041
1706,305535.601
1707,170685.1184
1708,198803.7686
1709,228327.9658
1710,174763.0954
1711,219013.6125
1712,254766.4625
1713,218260.6367
1714,201109.3973
1715,197533.5736
1716,168952.6226
1717,179653.3785
1718,160256.1947
1719,218765.0746
1720,214528.544
1721,158611.5533
1722,158062.8395
1723,139534.4558
1724,186264.3649
1725,218921.402
1726,186160.5286
1727,155099.2145
1728,167038.3755
1729,175687.1811
1730,181656.0039
1731,131530.823
1732,137897.5299
1733,157489.5949
1734,110071.2412
1735,117006.1083
1736,106707.6985
1737,292046.4833
1738,232714.4522
1739,425338.6701
1740,206919.3632
1741,171414.9814
1742,212783.2548
1743,195514.0663
1744,297207.9186
1745,207592.3882
1746,263230.0938
1747,218644.9891
1748,259165.6956
1749,147341.3091
1750,135491.518
1751,280328.5248
1752,112587.1383
1753,149491.3099
1754,200794.545
1755,160769.128
1756,119570.7059
1757,94554.10417
1758,149428.0122
1759,170210.6857
1760,174577.3931
1761,181782.872
1762,206256.4972
1763,184312.0333
1764,121615.2251
1765,163099.1601
1766,196454.5613
1767,203825.3397
1768,112985.5291
1769,172706.4633
1770,196705.763
1771,105970.8949
1772,144935.2382
1773,107353.8156
1774,126153.404
1775,123350.7348
1776,120246.7255
1777,71715.60878
1778,150659.2955
1779,185407.711
1780,165594.1726
1781,188775.4128
1782,116159.0818
1783,124624.6244
1784,105613.2991
1785,80774.94789
1786,146150.7505
1787,188593.1405
1788,44714.0345
1789,76615.55984
1790,42503.38527
1791,205213.2072
1792,181645.8905
1793,184998.7669
1794,176544.0266
1795,118755.1128
1796,105324.2873
1797,206375.2549
1798,133720.916
1799,95730.95397
1800,114695.7077
1801,138658.7975
1802,159492.9175
1803,197098.2785
1804,211231.4429
1805,109941.5838
1806,147242.5221
1807,149355.6771
1808,135237.1791
1809,152072.451
1810,268299.3779
1811,200849.5318
1812,129127.073
1813,115065.4391
1814,76017.16228
1815,24495.05153
1816,120376.3655
1817,105362.2929
1818,177246.253
1819,130511.9434
1820,104373.5228
1821,137051.5815
1822,137270.521
1823,30451.9808
1824,124164.0431
1825,141005.1269
1826,86734.33606
1827,107501.6146
1828,128232.4069
1829,112518.0635
1830,165578.6705
1831,188998.7864
1832,94983.87299
1833,143868.6506
1834,151005.9612
1835,140269.306
1836,130960.3117
1837,126519.1808
1838,156412.0699
1839,185189.9215
1840,123469.0901
1841,101464.8772
1842,127596.2214
1843,132807.7886
1844,136402.4496
1845,159176.6917
1846,135445.7366
1847,183277.1001
1848,26778.01112
1849,165034.2103
1850,232093.3821
1851,163888.7904
1852,123728.1881
1853,112745.0435
1854,167962.1286
1855,158164.5886
1856,221101.2135
1857,174665.612
1858,144232.1674
1859,122687.9836
1860,145310.373
1861,139418.0749
1862,275249.0274
1863,254407.7234
1864,278897.1607
1865,241729.9875
1866,236893.6683
1867,202451.0356
1868,255794.4892
1869,249413.7554
1870,227395.8071
1871,203070.4033
1872,175315.8934
1873,312495.2563
1874,127779.5083
1875,195120.1609
1876,222157.3702
1877,180427.1099
1878,206055.1879
1879,107692.5371
1880,131982.8875
1881,221109.9843
1882,239568.6707
1883,211105.626
1884,258134.826
1885,219276.3374
1886,225007.9485
1887,204937.4186
1888,236265.0575
1889,205659.9843
1890,134087.011
1891,116301.5221
1892,49192.1705
1893,123323.4674
1894,104753.8561
1895,158551.5898
1896,141950.0763
1897,103624.3927
1898,151334.2255
1899,164162.2054
1900,141577.8924
1901,282043.7112
1902,157545.6505
1903,210269.0815
1904,137842.4966
1905,183433.7566
1906,168424.3491
1907,211011.7424
1908,126690.6306
1909,132380.9839
1910,141343.285
1911,231352.624
1912,376550.8182
1913,165148.8889
1914,76272.91562
1915,226123.8084
1916,61382.51116
1917,231087.0822
1918,147047.622
1919,182623.3332
1920,170515.9591
1921,296593.892
1922,220078.1815
1923,254249.394
1924,225565.8108
1925,258231.3122
1926,267347.1042
1927,115308.4845
1928,135874.7556
1929,179720.4058
1930,128282.01
1931,171567.6278
1932,87025.14954
1933,153308.5044
1934,260349.519
1935,215931.6287
1936,191701.3188
1937,218791.7596
1938,254067.9279
1939,247434.0915
1940,170867.0357
1941,248828.9049
1942,256283.2884
1943,183389.2858
1944,243351.5872
1945,264138.3004
1946,161953.4512
1947,244748.2798
1948,177351.3019
1949,222920.3552
1950,166443.64
1951,223060.4875
1952,197768.7052
1953,152199.1642
1954,233981.9692
1955,130816.6241
1956,294426.5963
1957,236722.6829
1958,273967.3907
1959,158759.6833
1960,115719.4124
1961,77792.14468
1962,133329.7388
1963,129506.645
1964,138722.2486
1965,138301.6919
1966,131009.9985
1967,220815.4221
1968,333844.6024
1969,264444.087
1970,317315.9165
1971,339164.8549
1972,332337.5183
1973,236571.8654
1974,259034.2048
1975,368507.5295
1976,345582.5637
1977,275775.4112
1978,340945.6343
1979,258033.0792
1980,204364.0596
1981,243105.086
1982,192720.368
1983,191414.3925
1984,39602.50925
1985,241522.7345
1986,235749.936
1987,187298.5013
1988,293719.6593
1989,207609.9647
1990,252276.1764
1991,199754.5736
1992,206334.7407
1993,173272.3303
1994,270625.3152
1995,188706.7061
1996,243725.4285
1997,269672.8448
1998,254864.2533
1999,244512.7123
2000,301645.2144
2001,315069.8059
2002,246538.0319
2003,235925.4665
2004,232737.7486
2005,206290.3022
2006,179986.2219
2007,217795.426
2008,188989.2777
2009,193560.7727
2010,218943.6564
2011,158057.4959
2012,168367.8598
2013,237315.9674
2014,176223.858
2015,236883.3221
2016,192852.5876
2017,202773.0481
2018,108478.6419
2019,119297.3278
2020,88341.07012
2021,104109.8771
2022,187377.6592
2023,150097.89
2024,266721.7256
2025,359259.7267
2026,166138.2863
2027,209877.6481
2028,237493.452
2029,171510.8571
2030,248584.5826
2031,224598.9132
2032,209346.5387
2033,249449.0499
2034,165355.2828
2035,210093.4697
2036,174094.1083
2037,183273.0223
2038,293234.7922
2039,179460.7477
2040,306046.2826
2041,253255.061
2042,344775.0455
2043,143098.1176
2044,209487.4176
2045,199814.4866
2046,176065.2013
2047,155352.5251
2048,133201.1095
2049,90277.2548
2050,183056.0231
2051,126960.38
2052,219092.4201
2053,143529.7999
2054,80299.70558
2055,165527.592
2056,241986.0847
2057,96649.68291
2058,218779.0722
2059,144238.3224
2060,151644.4755
2061,229084.9771
2062,98697.33188
2063,104894.7041
2064,114625.1394
2065,125958.9616
2066,175249.8299
